,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DepDateTime,DepHour,DepDelay_30min,ArrDelay_30min,airport_Origin,lat_Origin,long_Origin,airport_Dest,lat_Dest,long_Dest,YearMon
5566598,2008,5,5,1,737.0,725,753.0,750,OO,2809,N710BR,76.0,85.0,59.0,3.0,12.0,CMH,MKE,331,5.0,12.0,0,,0,,,,,,2008-05-05,"[700, 800)","[0, 30)","[0, 30)",Port Columbus Intl,39.99798528,-82.89188278,General Mitchell International,42.94722222,-87.89658333,2008-05-01
2742398,2008,12,15,1,2055.0,2100,2223.0,2225,AA,1957,N510AA,88.0,85.0,51.0,-2.0,-5.0,SFO,LAX,337,25.0,12.0,0,,0,,,,,,2008-12-15,"[2000, 2100)","[-30, 0)","[-30, 0)",San Francisco International,37.61900194,-122.3748433,Los Angeles International,33.94253611,-118.40807439999999,2008-12-01
6286820,2008,2,25,1,1648.0,1647,1726.0,1729,FL,547,N970AT,98.0,102.0,79.0,-3.0,1.0,ATL,BMI,533,5.0,14.0,0,,0,,,,,,2008-02-25,"[1600, 1700)","[0, 30)","[-30, 0)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,Central Illinois Regional,40.47798556,-88.91595278,2008-02-01
6236076,2008,7,11,5,2254.0,2259,1.0,9,OO,5496,N229SW,67.0,70.0,46.0,-8.0,-5.0,SFO,SBP,191,3.0,18.0,0,,0,,,,,,2008-07-11,"[2200, 2300)","[-30, 0)","[-30, 0)",San Francisco International,37.61900194,-122.3748433,San Luis Obispo Co-McChesney ,35.23705806,-120.64239309999999,2008-07-01
5370785,2008,6,22,7,1312.0,1235,1628.0,1605,WN,3067,N660SW,136.0,150.0,121.0,23.0,37.0,MCI,BWI,967,5.0,10.0,0,,0,23.0,0.0,0.0,0.0,0.0,2008-06-22,"[1300, 1400)","[30, 60)","[0, 30)",Kansas City International,39.29760528,-94.71390556,Baltimore-Washington International,39.17540167,-76.66819833,2008-06-01
1181256,2008,10,5,7,1738.0,1705,2030.0,1957,FL,492,N965AT,172.0,172.0,147.0,33.0,33.0,BOS,ATL,946,10.0,15.0,0,,0,0.0,0.0,0.0,0.0,33.0,2008-10-05,"[1700, 1800)","[30, 60)","[30, 60)",Gen Edw L Logan Intl,42.3643475,-71.00517917,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-10-01
1097527,2008,5,9,5,1640.0,1610,1927.0,1845,AA,2393,N548AA,167.0,155.0,117.0,42.0,30.0,LGA,ATL,761,10.0,40.0,0,,0,0.0,0.0,12.0,0.0,30.0,2008-05-09,"[1600, 1700)","[30, 60)","[30, 60)",LaGuardia,40.77724306,-73.87260917,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-05-01
837157,2008,10,3,5,735.0,742,829.0,834,XE,2046,N13968,54.0,52.0,35.0,-5.0,-7.0,AEX,IAH,190,3.0,16.0,0,,0,,,,,,2008-10-03,"[700, 800)","[-30, 0)","[-30, 0)",Alexandria International,31.32737167,-92.54855611,George Bush Intercontinental,29.98047222,-95.33972222,2008-10-01
5562507,2008,10,8,3,1954.0,1959,2133.0,2130,OO,2672,N468CA,99.0,91.0,82.0,3.0,-5.0,BNA,MKE,475,6.0,11.0,0,,0,,,,,,2008-10-08,"[1900, 2000)","[-30, 0)","[0, 30)",Nashville International,36.12447667,-86.67818222,General Mitchell International,42.94722222,-87.89658333,2008-10-01
3254474,2008,7,27,7,601.0,600,745.0,746,UA,184,N310UA,104.0,106.0,87.0,-1.0,1.0,PDX,SFO,550,5.0,12.0,0,,0,,,,,,2008-07-27,"[600, 700)","[0, 30)","[-30, 0)",Portland Intl,45.58872222,-122.5975,San Francisco International,37.61900194,-122.3748433,2008-07-01
5849694,2008,11,5,3,2114.0,1950,2243.0,2145,MQ,4888,N721MQ,89.0,115.0,69.0,58.0,84.0,LGA,CMH,478,3.0,17.0,0,,0,0.0,0.0,0.0,0.0,58.0,2008-11-05,"[2100, 2200)","[60, 90)","[30, 60)",LaGuardia,40.77724306,-73.87260917,Port Columbus Intl,39.99798528,-82.89188278,2008-11-01
3503995,2008,8,9,6,2118.0,2123,2223.0,2213,DL,1143,N6711M,125.0,110.0,84.0,10.0,-5.0,SLC,PDX,630,4.0,37.0,0,,0,,,,,,2008-08-09,"[2100, 2200)","[-30, 0)","[0, 30)",Salt Lake City Intl,40.78838778,-111.9777731,Portland Intl,45.58872222,-122.5975,2008-08-01
452342,2008,12,1,1,738.0,735,755.0,745,WN,2338,N711HK,77.0,70.0,57.0,10.0,3.0,CMH,MDW,284,7.0,13.0,0,,0,,,,,,2008-12-01,"[700, 800)","[0, 30)","[0, 30)",Port Columbus Intl,39.99798528,-82.89188278,Chicago Midway,41.7859825,-87.75242444,2008-11-01
290618,2008,8,18,1,1645.0,1646,2256.0,2314,DL,1762,N603DL,251.0,268.0,234.0,-18.0,-1.0,SLC,MCO,1929,4.0,13.0,0,,0,,,,,,2008-08-18,"[1600, 1700)","[-30, 0)","[-30, 0)",Salt Lake City Intl,40.78838778,-111.9777731,Orlando International,28.42888889,-81.31602778,2008-08-01
758566,2008,1,29,2,1232.0,1240,1502.0,1456,CO,245,N16732,210.0,196.0,193.0,6.0,-8.0,CLE,IAH,1091,4.0,13.0,0,,0,,,,,,2008-01-29,"[1200, 1300)","[-30, 0)","[0, 30)",Cleveland-Hopkins Intl,41.41089417,-81.84939667,George Bush Intercontinental,29.98047222,-95.33972222,2008-01-01
1141976,2008,4,3,4,1254.0,1259,1433.0,1433,EV,4173,N867AS,99.0,94.0,77.0,0.0,-5.0,GSO,ATL,306,7.0,15.0,0,,0,,,,,,2008-04-03,"[1200, 1300)","[-30, 0)","[0, 30)",Piedmont Triad International,36.09774694,-79.9372975,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-04-01
6940933,2008,4,18,5,1849.0,1850,2006.0,2022,MQ,3269,N307AE,77.0,92.0,58.0,-16.0,-1.0,DFW,MLU,293,3.0,16.0,0,,0,,,,,,2008-04-18,"[1800, 1900)","[-30, 0)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,Monroe Regional,32.51086556,-92.03768778,2008-04-01
5894332,2008,3,4,2,615.0,615,838.0,840,WN,2368,N792SW,143.0,145.0,130.0,-2.0,0.0,MCO,ISP,972,3.0,10.0,0,,0,,,,,,2008-03-04,"[600, 700)","[0, 30)","[-30, 0)",Orlando International,28.42888889,-81.31602778,Long Island - MacArthur,40.7952425,-73.10021194,2008-03-01
400351,2008,9,6,6,709.0,715,832.0,900,WN,1997,N725SW,143.0,165.0,131.0,-28.0,-6.0,MCO,MDW,989,4.0,8.0,0,,0,,,,,,2008-09-06,"[700, 800)","[-30, 0)","[-30, 0)",Orlando International,28.42888889,-81.31602778,Chicago Midway,41.7859825,-87.75242444,2008-09-01
140875,2008,9,24,3,1502.0,1505,1606.0,1615,WN,1944,N278WN,64.0,70.0,50.0,-9.0,-3.0,SAN,LAS,258,4.0,10.0,0,,0,,,,,,2008-09-24,"[1500, 1600)","[-30, 0)","[-30, 0)",San Diego International-Lindbergh ,32.73355611,-117.1896567,McCarran International,36.08036111,-115.15233329999998,2008-09-01
3232458,2008,6,14,6,1844.0,1840,2008.0,2020,WN,2133,N642WN,84.0,100.0,67.0,-12.0,4.0,LAS,SFO,414,7.0,10.0,0,,0,,,,,,2008-06-14,"[1800, 1900)","[0, 30)","[-30, 0)",McCarran International,36.08036111,-115.15233329999998,San Francisco International,37.61900194,-122.3748433,2008-06-01
2478923,2008,7,2,3,2045.0,1925,2228.0,2044,DL,1582,N3736C,103.0,79.0,51.0,104.0,80.0,ATL,GSO,306,6.0,46.0,0,,0,80.0,0.0,24.0,0.0,0.0,2008-07-02,"[2000, 2100)","[60, 90)","[90, 120)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,Piedmont Triad International,36.09774694,-79.9372975,2008-07-01
5197699,2008,11,22,6,1436.0,1436,1524.0,1521,YV,2825,N908FJ,48.0,45.0,23.0,3.0,0.0,PHX,TUS,110,6.0,19.0,0,,0,,,,,,2008-11-22,"[1400, 1500)","[0, 30)","[0, 30)",Phoenix Sky Harbor International,33.43416667,-112.00805559999999,Tucson International,32.11608333,-110.94102779999999,2008-11-01
321814,2008,1,30,3,1119.0,1050,1442.0,1423,UA,1530,N458UA,143.0,153.0,128.0,19.0,29.0,ORD,MCO,1005,4.0,11.0,0,,0,16.0,0.0,0.0,0.0,3.0,2008-01-30,"[1100, 1200)","[0, 30)","[0, 30)",Chicago O'Hare International,41.979595,-87.90446417,Orlando International,28.42888889,-81.31602778,2008-01-01
716586,2008,2,1,5,1210.0,1130,1425.0,1330,XE,2537,N17108,195.0,180.0,164.0,55.0,40.0,RDU,IAH,1043,8.0,23.0,0,,0,40.0,0.0,15.0,0.0,0.0,2008-02-01,"[1200, 1300)","[30, 60)","[30, 60)",Raleigh-Durham International,35.87763889,-78.78747222,George Bush Intercontinental,29.98047222,-95.33972222,2008-01-01
5229882,2008,1,16,3,850.0,855,1000.0,1007,UA,299,N370UA,70.0,72.0,52.0,-7.0,-5.0,SFO,BUR,326,3.0,15.0,0,,0,,,,,,2008-01-16,"[800, 900)","[-30, 0)","[-30, 0)",San Francisco International,37.61900194,-122.3748433,Burbank-Glendale-Pasadena,34.20061917,-118.3584969,2008-01-01
5174934,2008,5,19,1,1246.0,1220,1446.0,1430,OO,6370,N967SW,120.0,130.0,100.0,16.0,26.0,ORD,OKC,693,4.0,16.0,0,,0,3.0,0.0,0.0,0.0,13.0,2008-05-19,"[1200, 1300)","[0, 30)","[0, 30)",Chicago O'Hare International,41.979595,-87.90446417,Will Rogers World,35.39308833,-97.60073389,2008-05-01
6452758,2008,7,10,4,1952.0,2000,2027.0,2037,HA,377,N475HA,35.0,37.0,21.0,-10.0,-8.0,HNL,LIH,102,5.0,9.0,0,,0,,,,,,2008-07-10,"[1900, 2000)","[-30, 0)","[-30, 0)",Honolulu International,21.31869111,-157.92240719999998,Lihue,21.97598306,-159.3389581,2008-07-01
6864206,2008,8,16,6,1953.0,2000,2044.0,2101,YV,7104,N77331,51.0,61.0,37.0,-17.0,-7.0,ORD,CWA,213,2.0,12.0,0,,0,,,,,,2008-08-16,"[1900, 2000)","[-30, 0)","[-30, 0)",Chicago O'Hare International,41.979595,-87.90446417,Central Wisconsin,44.77761917,-89.66677944,2008-08-01
6153793,2008,2,1,5,1531.0,1430,1623.0,1525,WN,1577,N351SW,52.0,55.0,39.0,58.0,61.0,MCI,TUL,223,3.0,10.0,0,,0,9.0,0.0,0.0,0.0,49.0,2008-02-01,"[1500, 1600)","[60, 90)","[30, 60)",Kansas City International,39.29760528,-94.71390556,Tulsa International,36.19837222,-95.88824167,2008-01-01
4961825,2008,8,24,7,1737.0,1740,1900.0,1915,AA,1303,N526AA,83.0,95.0,71.0,-15.0,-3.0,MFE,DFW,468,5.0,7.0,0,,0,,,,,,2008-08-24,"[1700, 1800)","[-30, 0)","[-30, 0)",McAllen Miller International,26.17583333,-98.23861111,Dallas-Fort Worth International,32.89595056,-97.0372,2008-08-01
1250538,2008,8,26,2,557.0,600,742.0,715,EV,4368,N880AS,105.0,75.0,80.0,27.0,-3.0,FAY,ATL,331,13.0,12.0,0,,0,0.0,0.0,27.0,0.0,0.0,2008-08-26,"[500, 600)","[-30, 0)","[0, 30)",Fayetteville Municipal,34.99147222,-78.88,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-08-01
922327,2008,11,22,6,1614.0,1620,1811.0,1810,DL,1278,N6709,117.0,110.0,89.0,1.0,-6.0,PBI,ATL,545,13.0,15.0,0,,0,,,,,,2008-11-22,"[1600, 1700)","[-30, 0)","[0, 30)",Palm Beach International,26.68316194,-80.09559417,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-11-01
1856609,2008,9,15,1,653.0,700,916.0,934,9E,5804,80219E,83.0,94.0,60.0,-18.0,-7.0,EVV,DTW,364,10.0,13.0,0,,0,,,,,,2008-09-15,"[600, 700)","[-30, 0)","[-30, 0)",Evansville Regional,38.03799139,-87.53062667,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,2008-09-01
2009247,2008,6,21,6,1745.0,1737,2005.0,2011,FL,364,N922AT,140.0,154.0,102.0,-6.0,8.0,ATL,LGA,761,6.0,32.0,0,,0,,,,,,2008-06-21,"[1700, 1800)","[0, 30)","[-30, 0)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,LaGuardia,40.77724306,-73.87260917,2008-06-01
1325530,2008,1,13,7,1125.0,1130,1352.0,1408,DL,1467,N934DL,147.0,158.0,130.0,-16.0,-5.0,MCO,BDL,1050,5.0,12.0,0,,0,,,,,,2008-01-13,"[1100, 1200)","[-30, 0)","[-30, 0)",Orlando International,28.42888889,-81.31602778,Bradley International,41.93887417,-72.68322833,2008-01-01
1658588,2008,1,22,2,925.0,930,1210.0,1204,YV,2652,N956LR,105.0,94.0,70.0,6.0,-5.0,MEM,CLT,512,9.0,26.0,0,,0,,,,,,2008-01-22,"[900, 1000)","[-30, 0)","[0, 30)",Memphis International,35.04241667,-89.97666667,Charlotte/Douglas International,35.21401111,-80.94312583,2008-01-01
1453237,2008,7,23,3,1045.0,1045,1217.0,1212,OH,5322,N806CA,92.0,87.0,49.0,5.0,0.0,PHL,BOS,280,12.0,31.0,0,,0,,,,,,2008-07-23,"[1000, 1100)","[0, 30)","[0, 30)",Philadelphia Intl,39.87195278,-75.24114083,Gen Edw L Logan Intl,42.3643475,-71.00517917,2008-07-01
4356182,2008,6,2,1,955.0,950,1201.0,1158,US,1067,N590US,126.0,128.0,96.0,3.0,5.0,CLT,MIA,650,6.0,24.0,0,,0,,,,,,2008-06-02,"[900, 1000)","[0, 30)","[0, 30)",Charlotte/Douglas International,35.21401111,-80.94312583,Miami International,25.79325,-80.29055556,2008-06-01
1788534,2008,7,29,2,1700.0,1704,2006.0,2005,NW,294,N763NW,126.0,121.0,94.0,1.0,-4.0,MEM,DTW,610,14.0,18.0,0,,0,,,,,,2008-07-29,"[1700, 1800)","[-30, 0)","[0, 30)",Memphis International,35.04241667,-89.97666667,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,2008-07-01
1454903,2008,10,14,2,728.0,730,858.0,914,OH,6594,N798CA,90.0,104.0,52.0,-16.0,-2.0,PHL,BOS,280,13.0,25.0,0,,0,,,,,,2008-10-14,"[700, 800)","[-30, 0)","[-30, 0)",Philadelphia Intl,39.87195278,-75.24114083,Gen Edw L Logan Intl,42.3643475,-71.00517917,2008-10-01
1563373,2008,4,16,3,2136.0,2140,2334.0,2355,9E,3734,89039E,118.0,135.0,88.0,-21.0,-4.0,DTW,CHS,668,12.0,18.0,0,,0,,,,,,2008-04-16,"[2100, 2200)","[-30, 0)","[-30, 0)",Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,Charleston AFB/International,32.89864639,-80.04050583,2008-04-01
3307944,2008,5,7,3,756.0,749,1116.0,1102,UA,91,N818UA,380.0,373.0,345.0,14.0,7.0,EWR,SFO,2565,7.0,28.0,0,,0,,,,,,2008-05-07,"[700, 800)","[0, 30)","[0, 30)",Newark Intl,40.69249722,-74.16866056,San Francisco International,37.61900194,-122.3748433,2008-05-01
4842377,2008,10,14,2,1635.0,1635,1810.0,1815,AA,1595,N3DAAA,155.0,160.0,136.0,-5.0,0.0,TPA,DFW,929,6.0,13.0,0,,0,,,,,,2008-10-14,"[1600, 1700)","[0, 30)","[-30, 0)",Tampa International ,27.97547222,-82.53325,Dallas-Fort Worth International,32.89595056,-97.0372,2008-10-01
4662225,2008,1,5,6,1422.0,1430,1705.0,1724,NW,552,N305US,103.0,114.0,83.0,-19.0,-8.0,DEN,MSP,680,7.0,13.0,0,,0,,,,,,2008-01-05,"[1400, 1500)","[-30, 0)","[-30, 0)",Denver Intl,39.85840806,-104.6670019,Minneapolis-St Paul Intl,44.88054694,-93.2169225,2008-01-01
1859721,2008,12,27,6,1745.0,1605,1900.0,1737,9E,2978,87719E,75.0,92.0,58.0,83.0,100.0,SCE,DTW,300,7.0,10.0,0,,0,0.0,0.0,0.0,0.0,83.0,2008-12-27,"[1700, 1800)","[90, 120)","[60, 90)",University Park,40.851206,-77.84630200000001,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,2008-12-01
4763279,2008,9,21,7,1535.0,1540,2039.0,2045,AA,2454,N200AA,184.0,185.0,157.0,-6.0,-5.0,LAX,DFW,1235,11.0,16.0,0,,0,,,,,,2008-09-21,"[1500, 1600)","[-30, 0)","[-30, 0)",Los Angeles International,33.94253611,-118.40807439999999,Dallas-Fort Worth International,32.89595056,-97.0372,2008-09-01
3259216,2008,4,14,1,658.0,700,902.0,910,WN,2117,N267WN,124.0,130.0,103.0,-8.0,-2.0,PHX,SFO,651,7.0,14.0,0,,0,,,,,,2008-04-14,"[600, 700)","[-30, 0)","[-30, 0)",Phoenix Sky Harbor International,33.43416667,-112.00805559999999,San Francisco International,37.61900194,-122.3748433,2008-04-01
3200881,2008,3,26,3,552.0,600,730.0,750,OO,6031,N412SW,98.0,110.0,71.0,-20.0,-8.0,FAR,ORD,557,6.0,21.0,0,,0,,,,,,2008-03-26,"[500, 600)","[-30, 0)","[-30, 0)",Hector International,46.91934889,-96.81498889,Chicago O'Hare International,41.979595,-87.90446417,2008-03-01
5088036,2008,7,31,4,1532.0,1515,1709.0,1640,B6,219,N588JB,97.0,85.0,69.0,29.0,17.0,BUF,JFK,301,10.0,18.0,0,,0,0.0,0.0,21.0,0.0,8.0,2008-07-31,"[1500, 1600)","[0, 30)","[0, 30)",Buffalo Niagara Intl,42.94052472,-78.73216667,John F Kennedy Intl,40.63975111,-73.77892556,2008-07-01
2397275,2008,12,1,1,1755.0,1755,1857.0,1858,CO,1779,N18223,62.0,63.0,36.0,-1.0,0.0,IAH,SAT,191,5.0,21.0,0,,0,,,,,,2008-12-01,"[1700, 1800)","[0, 30)","[-30, 0)",George Bush Intercontinental,29.98047222,-95.33972222,San Antonio International,29.53369444,-98.46977778,2008-11-01
1593804,2008,4,9,3,1347.0,1350,1459.0,1507,US,1785,N517AU,72.0,77.0,52.0,-8.0,-3.0,ORF,CLT,290,6.0,14.0,0,,0,,,,,,2008-04-09,"[1300, 1400)","[-30, 0)","[-30, 0)",Norfolk International,36.89461111,-76.20122222,Charlotte/Douglas International,35.21401111,-80.94312583,2008-04-01
3284277,2008,2,12,2,1948.0,1954,2105.0,2118,UA,180,N842UA,77.0,84.0,61.0,-13.0,-6.0,SNA,SFO,372,6.0,10.0,0,,0,,,,,,2008-02-12,"[1900, 2000)","[-30, 0)","[-30, 0)",John Wayne /Orange Co,33.67565861,-117.86822250000002,San Francisco International,37.61900194,-122.3748433,2008-02-01
257972,2008,3,9,7,2038.0,2040,2329.0,2315,WN,1334,N436WN,171.0,155.0,163.0,14.0,-2.0,ISP,MCO,972,3.0,5.0,0,,0,,,,,,2008-03-09,"[2000, 2100)","[-30, 0)","[0, 30)",Long Island - MacArthur,40.7952425,-73.10021194,Orlando International,28.42888889,-81.31602778,2008-03-01
3802993,2008,12,17,3,1234.0,1221,1510.0,1419,UA,923,N653UA,276.0,238.0,247.0,51.0,13.0,IAD,DEN,1452,8.0,21.0,0,,0,13.0,0.0,38.0,0.0,0.0,2008-12-17,"[1200, 1300)","[0, 30)","[30, 60)",Washington Dulles International,38.94453194,-77.45580972,Denver Intl,39.85840806,-104.6670019,2008-12-01
6775401,2008,8,2,6,811.0,818,944.0,952,OO,5863,N954SW,93.0,94.0,62.0,-8.0,-7.0,ORD,SGF,438,5.0,26.0,0,,0,,,,,,2008-08-02,"[800, 900)","[-30, 0)","[-30, 0)",Chicago O'Hare International,41.979595,-87.90446417,Springfield-Branson Regional,37.24432611,-93.38685806,2008-08-01
913123,2008,11,27,4,710.0,713,1013.0,1015,DL,1656,N900DE,123.0,122.0,97.0,-2.0,-3.0,OKC,ATL,761,16.0,10.0,0,,0,,,,,,2008-11-27,"[700, 800)","[-30, 0)","[-30, 0)",Will Rogers World,35.39308833,-97.60073389,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-11-01
6007362,2008,7,30,3,1415.0,1415,1548.0,1600,WN,1224,N922WN,93.0,105.0,83.0,-12.0,0.0,PHX,RNO,601,4.0,6.0,0,,0,,,,,,2008-07-30,"[1400, 1500)","[0, 30)","[-30, 0)",Phoenix Sky Harbor International,33.43416667,-112.00805559999999,Reno/Tahoe International,39.49857611,-119.76806470000001,2008-07-01
55549,2008,3,8,6,841.0,840,1127.0,1107,US,1517,N758US,166.0,147.0,149.0,20.0,1.0,DCA,TPA,814,4.0,13.0,0,,0,1.0,0.0,19.0,0.0,0.0,2008-03-08,"[800, 900)","[0, 30)","[0, 30)",Ronald Reagan Washington National,38.85208333,-77.03772222,Tampa International ,27.97547222,-82.53325,2008-03-01
1610156,2008,8,26,2,1942.0,1915,2142.0,2107,US,1782,N455UW,120.0,112.0,96.0,35.0,27.0,RSW,CLT,600,7.0,17.0,0,,0,2.0,0.0,8.0,0.0,25.0,2008-08-26,"[1900, 2000)","[0, 30)","[30, 60)",Southwest Florida International,26.53616667,-81.75516667,Charlotte/Douglas International,35.21401111,-80.94312583,2008-08-01
6306363,2008,12,24,3,1704.0,1646,1849.0,1840,FL,246,N176AT,105.0,114.0,87.0,9.0,18.0,ATL,FNT,644,7.0,11.0,0,,0,,,,,,2008-12-24,"[1700, 1800)","[0, 30)","[0, 30)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,Bishop,42.96550333,-83.74345639,2008-12-01
1766658,2008,2,27,3,1328.0,1332,1553.0,1553,NW,1506,N8921E,85.0,81.0,54.0,0.0,-4.0,ORD,DTW,235,11.0,20.0,0,,0,,,,,,2008-02-27,"[1300, 1400)","[-30, 0)","[0, 30)",Chicago O'Hare International,41.979595,-87.90446417,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,2008-02-01
4611971,2008,9,9,2,1151.0,1200,1240.0,1255,OO,4119,N368CA,49.0,55.0,36.0,-15.0,-9.0,JAC,SLC,205,4.0,9.0,0,,0,,,,,,2008-09-09,"[1100, 1200)","[-30, 0)","[-30, 0)",Jackson Hole,43.60732417,-110.7377389,Salt Lake City Intl,40.78838778,-111.9777731,2008-09-01
2093384,2008,8,26,2,1352.0,1352,1453.0,1453,DL,1097,N913DL,121.0,121.0,102.0,0.0,0.0,ATL,MCI,692,5.0,14.0,0,,0,,,,,,2008-08-26,"[1300, 1400)","[0, 30)","[0, 30)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,Kansas City International,39.29760528,-94.71390556,2008-08-01
2541598,2008,3,30,7,1415.0,1415,1606.0,1555,OH,5173,N916CA,111.0,100.0,90.0,11.0,0.0,DCA,CVG,411,1.0,20.0,0,,0,,,,,,2008-03-30,"[1400, 1500)","[0, 30)","[0, 30)",Ronald Reagan Washington National,38.85208333,-77.03772222,Cincinnati Northern Kentucky Intl,39.04614278,-84.6621725,2008-03-01
4817870,2008,5,28,3,710.0,710,823.0,815,AA,1491,N255AA,133.0,125.0,106.0,8.0,0.0,SDF,DFW,733,14.0,13.0,0,,0,,,,,,2008-05-28,"[700, 800)","[0, 30)","[0, 30)",Louisville International-Standiford ,38.17438889,-85.736,Dallas-Fort Worth International,32.89595056,-97.0372,2008-05-01
6331884,2008,9,3,3,1248.0,1250,1555.0,1555,AA,5,N395AA,487.0,485.0,467.0,0.0,-2.0,DFW,HNL,3784,4.0,16.0,0,,0,,,,,,2008-09-03,"[1200, 1300)","[-30, 0)","[0, 30)",Dallas-Fort Worth International,32.89595056,-97.0372,Honolulu International,21.31869111,-157.92240719999998,2008-09-01
4904058,2008,5,5,1,1158.0,1200,1503.0,1443,CO,1135,N59630,245.0,223.0,205.0,20.0,-2.0,EWR,DFW,1372,11.0,29.0,0,,0,0.0,0.0,20.0,0.0,0.0,2008-05-05,"[1100, 1200)","[-30, 0)","[0, 30)",Newark Intl,40.69249722,-74.16866056,Dallas-Fort Worth International,32.89595056,-97.0372,2008-05-01
5191252,2008,9,13,6,1543.0,1540,1657.0,1700,WN,2560,N688SW,74.0,80.0,64.0,-3.0,3.0,LAX,TUS,451,3.0,7.0,0,,0,,,,,,2008-09-13,"[1500, 1600)","[0, 30)","[-30, 0)",Los Angeles International,33.94253611,-118.40807439999999,Tucson International,32.11608333,-110.94102779999999,2008-09-01
3448365,2008,7,2,3,839.0,846,1107.0,1117,NW,981,N372NW,268.0,271.0,252.0,-10.0,-7.0,MEM,SEA,1870,5.0,11.0,0,,0,,,,,,2008-07-02,"[800, 900)","[-30, 0)","[-30, 0)",Memphis International,35.04241667,-89.97666667,Seattle-Tacoma Intl,47.44898194,-122.30931310000001,2008-07-01
1868962,2008,8,29,5,1320.0,1325,1533.0,1518,XE,3118,N14573,133.0,113.0,93.0,15.0,-5.0,EWR,GSP,594,4.0,36.0,0,,0,0.0,0.0,15.0,0.0,0.0,2008-08-29,"[1300, 1400)","[-30, 0)","[0, 30)",Newark Intl,40.69249722,-74.16866056,Greenville-Spartanburg,34.89566722,-82.21885833,2008-08-01
6942932,2008,12,2,2,1249.0,1215,1333.0,1310,MQ,3417,N626MQ,44.0,55.0,27.0,23.0,34.0,DFW,CLL,164,3.0,14.0,0,,0,13.0,0.0,0.0,0.0,10.0,2008-12-02,"[1200, 1300)","[30, 60)","[0, 30)",Dallas-Fort Worth International,32.89595056,-97.0372,Easterwood ,30.58858944,-96.36382417,2008-12-01
614816,2008,4,24,4,1726.0,1727,1956.0,1957,CO,1747,N78509,150.0,150.0,129.0,-1.0,-1.0,MCO,CLE,895,4.0,17.0,0,,0,,,,,,2008-04-24,"[1700, 1800)","[-30, 0)","[-30, 0)",Orlando International,28.42888889,-81.31602778,Cleveland-Hopkins Intl,41.41089417,-81.84939667,2008-04-01
12783,2008,5,26,1,1542.0,1545,1627.0,1635,WN,1511,N616SW,45.0,50.0,32.0,-8.0,-3.0,PBI,TPA,174,5.0,8.0,0,,0,,,,,,2008-05-26,"[1500, 1600)","[-30, 0)","[-30, 0)",Palm Beach International,26.68316194,-80.09559417,Tampa International ,27.97547222,-82.53325,2008-05-01
613080,2008,2,16,6,814.0,820,1103.0,1112,XE,2293,N14998,109.0,112.0,89.0,-9.0,-6.0,MCI,CLE,694,5.0,15.0,0,,0,,,,,,2008-02-16,"[800, 900)","[-30, 0)","[-30, 0)",Kansas City International,39.29760528,-94.71390556,Cleveland-Hopkins Intl,41.41089417,-81.84939667,2008-02-01
1863253,2008,3,28,5,1516.0,1520,1644.0,1650,9E,5833,87099E,88.0,90.0,70.0,-6.0,-4.0,ELM,DTW,331,9.0,9.0,0,,0,,,,,,2008-03-28,"[1500, 1600)","[-30, 0)","[-30, 0)",Elmira/Corning Regional,42.15991361,-76.89144333,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,2008-03-01
647190,2008,6,19,4,1031.0,1015,1422.0,1403,CO,1544,N73283,171.0,168.0,143.0,19.0,16.0,IAH,CLE,1091,6.0,22.0,0,,0,16.0,0.0,3.0,0.0,0.0,2008-06-19,"[1000, 1100)","[0, 30)","[0, 30)",George Bush Intercontinental,29.98047222,-95.33972222,Cleveland-Hopkins Intl,41.41089417,-81.84939667,2008-06-01
